,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,X....,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
86,9,9,0,17,1,1,10,1,NA,10,6,16,,0.42,0,25,2,50,0,30,10,0,10,1,6,6,7,8,7,7,6,5,2,26,Masters in Public Administration,13,,,,6,1,1,"Palm Springs, California",0,,1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6,15,20,10,20,30,10,10,NA,NA,NA,NA,NA,NA,30,20,10,20,10,10,7,6,10,7,7,NA,NA,NA,NA,NA,1,8,9,9,7,6,5,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,13.33,17.78,22.22,22.22,13.33,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,9,9,0,17,1,1,10,1,NA,5,7,17,,0.21,0,30,2,35,15,25,10,5,10,1,8,6,7,8,6,5,8,4,2,26,Masters in Public Administration,13,,,,6,1,1,"Palm Springs, California",0,,1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6,15,20,10,20,30,10,10,NA,NA,NA,NA,NA,NA,30,20,10,20,10,10,7,6,10,7,7,NA,NA,NA,NA,NA,1,6,8,9,6,6,6,7,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,13.33,17.78,22.22,22.22,13.33,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,9,9,0,17,1,1,10,1,NA,2,9,19,,-0.35,0,28,2,50,0,25,10,0,15,1,6,6,6,7,6,6,6,6,2,26,Masters in Public Administration,13,,,,6,1,1,"Palm Springs, California",0,,1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6,15,20,10,20,30,10,10,NA,NA,NA,NA,NA,NA,30,20,10,20,10,10,7,6,10,7,7,NA,NA,NA,NA,NA,1,8,5,5,6,5,5,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,13.33,17.78,22.22,22.22,13.33,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,10,10,0,19,1,1,10,2,NA,9,1,11,,0.3,1,27,2,35,20,20,20,0,5,0,7,8,7,8,6,5,6,3,2,26,Masters of Social Work&Education,13,,,,2,4,4,94115,"19,335","48,652.00",2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,NA,NA,NA,NA,NA,NA,45,10,15,20,5,5,6,8,10,6,9,NA,NA,NA,NA,NA,0,6,10,10,6,6,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,35.71,3.57,10.71,28.57,3.57,17.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,10,10,0,19,1,1,10,2,NA,3,9,19,,0.49,1,28,2,50,0,25,10,0,15,1,7,7,7,7,6,6,7,8,2,26,Masters of Social Work&Education,13,,,,2,4,4,94115,"19,335","48,652.00",2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,10,15,15,15,40,10,5,NA,NA,NA,NA,NA,NA,45,10,15,20,5,5,6,8,10,6,9,NA,NA,NA,NA,NA,1,9,9,9,9,9,9,9,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,35.71,3.57,10.71,28.57,3.57,17.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,11,1,1,2,1,1,10,7,NA,4,1,1,,0.14,0,21,4,15,20,20,15,15,15,1,6,9,7,7,6,5,7,6,2,27,Finance,8,,,,2,7,3,Argentina,0,,1,5,4,"Academia, Research, Banking, Life",2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,NA,NA,NA,NA,NA,NA,25,5,20,20,25,5,8,9,7,8,5,NA,NA,NA,NA,NA,0,6,8,8,8,8,6,7,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,19.51,17.07,17.07,17.07,12.2,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,6,5,NA,NA,NA,NA,NA,0,0,0,NA,NA,35,25,15,15,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,5,NA,NA,NA,NA,NA
102,11,1,1,2,1,1,10,3,NA,10,2,2,,0.29,1,24,2,45,5,25,20,0,5,0,5,7,8,4,6,3,6,4,2,27,Finance,8,,,,2,7,3,Argentina,0,,1,5,4,"Academia, Research, Banking, Life",2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,NA,NA,NA,NA,NA,NA,25,5,20,20,25,5,8,9,7,8,5,NA,NA,NA,NA,NA,0,8,7,6,9,7,4,7,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,19.51,17.07,17.07,17.07,12.2,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,6,5,NA,NA,NA,NA,NA,0,0,0,NA,NA,35,25,15,15,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,5,NA,NA,NA,NA,NA
108,11,1,1,2,1,1,10,10,NA,7,8,8,,-0.03,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,8,7,4,7,5,4,5,2,27,Finance,8,,,,2,7,3,Argentina,0,,1,5,4,"Academia, Research, Banking, Life",2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,NA,NA,NA,NA,NA,NA,25,5,20,20,25,5,8,9,7,8,5,NA,NA,NA,NA,NA,0,8,7,6,6,6,5,7,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,19.51,17.07,17.07,17.07,12.2,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,6,5,NA,NA,NA,NA,NA,0,0,0,NA,NA,35,25,15,15,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,5,NA,NA,NA,NA,NA
123,13,3,1,6,1,1,10,9,NA,2,3,3,,0.09,0,25,2,35,10,35,10,10,0,0,7,9,9,7,9,7,8,7,2,22,Law,1,,,,4,3,5,Southern California,"92,821",,2,7,1,Lawyer,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,NA,NA,NA,NA,NA,NA,20,16,16,18,16,14,4,7,8,8,3,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,1,NA,NA,NA,NA,NA,NA,20,20,20,20,7.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,13,3,1,6,1,1,10,4,NA,7,5,5,,-0.17,0,21,2,20,5,25,25,10,15,0,4,6,8,8,6,5,6,5,1,22,Law,1,,,,4,3,5,Southern California,"92,821",,2,7,1,Lawyer,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,NA,NA,NA,NA,NA,NA,20,16,16,18,16,14,4,7,8,8,3,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,1,NA,NA,NA,NA,NA,NA,20,20,20,20,7.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,13,3,1,6,1,1,10,5,NA,8,7,7,,0.52,1,22,4,15,15,25,20,15,10,0,3,6,8,7,8,8,7,8,1,22,Law,1,,,,4,3,5,Southern California,"92,821",,2,7,1,Lawyer,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,NA,NA,NA,NA,NA,NA,20,16,16,18,16,14,4,7,8,8,3,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,1,NA,NA,NA,NA,NA,NA,20,20,20,20,7.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,14,4,1,8,1,1,10,8,NA,6,6,6,,0.12,0,23,4,10,25,20,25,5,15,1,8,6,7,8,2,8,9,4,2,23,Law,1,,,,2,1,1,"Cincinnati, Ohio","45,243","56,580.00",2,4,1,Corporate attorney,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,15,30,5,15,40,5,5,NA,NA,NA,NA,NA,NA,20,15,20,20,5,20,9,9,9,9,9,NA,NA,NA,NA,NA,1,6,8,8,7,9,8,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,20,14.29,17.14,22.86,14.29,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,NA,NA,NA,NA,NA,1,1,0,NA,NA,30,10,20,30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,NA,NA,NA,NA,NA
140,14,4,1,8,1,1,10,2,NA,10,10,10,,0.17,1,26,2,15,15,15,40,10,5,0,10,10,10,10,10,NA,10,1,1,23,Law,1,,,,2,1,1,"Cincinnati, Ohio","45,243","56,580.00",2,4,1,Corporate attorney,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,15,30,5,15,40,5,5,NA,NA,NA,NA,NA,NA,20,15,20,20,5,20,9,9,9,9,9,NA,NA,NA,NA,NA,1,7,8,7,9,8,8,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,20,14.29,17.14,22.86,14.29,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,NA,NA,NA,NA,NA,1,1,0,NA,NA,30,10,20,30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,NA,NA,NA,NA,NA
141,15,5,1,10,1,1,10,7,NA,7,1,1,,0.21,0,21,4,15,20,20,15,15,15,1,5,6,7,7,6,6,6,6,2,24,Law,1,,,,3,3,1,Miami,"33,183","36,782.00",1,4,1,Lawyer,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,7,7,7,9,9,NA,NA,NA,NA,NA,1,8,7,9,6,9,7,8,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,NA,NA,NA,NA,NA,NA,21.21,18.18,12.12,21.21,6.06,21.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,7,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,30,10,20,20,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,7,9,NA,NA,NA,NA,NA
142,15,5,1,10,1,1,10,3,NA,3,2,2,,0.32,0,24,2,45,5,25,20,0,5,0,6,8,7,9,7,8,8,6,1,24,Law,1,,,,3,3,1,Miami,"33,183","36,782.00",1,4,1,Lawyer,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,7,7,7,9,9,NA,NA,NA,NA,NA,1,10,10,10,10,7,8,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,NA,NA,NA,NA,NA,NA,21.21,18.18,12.12,21.21,6.06,21.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,7,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,30,10,20,20,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,7,9,NA,NA,NA,NA,NA
150,15,5,1,10,1,1,10,2,NA,2,10,10,,0.24,0,26,2,15,15,15,40,10,5,0,5,7,7,7,7,NA,6,1,2,24,Law,1,,,,3,3,1,Miami,"33,183","36,782.00",1,4,1,Lawyer,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,NA,NA,NA,NA,NA,NA,20,20,20,20,10,10,7,7,7,9,9,NA,NA,NA,NA,NA,1,6,9,9,7,8,NA,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,NA,NA,NA,NA,NA,NA,21.21,18.18,12.12,21.21,6.06,21.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,7,9,NA,NA,NA,NA,NA,3,0,0,NA,NA,30,10,20,20,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,7,9,NA,NA,NA,NA,NA
152,16,6,1,12,1,1,10,3,NA,2,2,2,,0.73,1,24,2,45,5,25,20,0,5,0,8,7,8,3,6,2,6,5,2,25,Business,8,,,,2,9,2,Milan - Italy,"26,900",,1,5,1,research/financial industry,7,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,10,50,0,30,10,0,10,NA,NA,NA,NA,NA,NA,50,5,30,5,5,5,6,6,8,8,6,NA,NA,NA,NA,NA,1,7,8,7,5,7,7,7,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,NA,NA,NA,NA,NA,NA,19.51,14.63,17.07,17.07,14.63,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,8,8,7,NA,NA,NA,NA,NA,0,0,0,NA,NA,50,0,20,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,8,8,8,NA,NA,NA,NA,NA
172,18,8,1,16,1,1,10,3,NA,8,2,2,,0.07,1,24,2,45,5,25,20,0,5,0,5,8,7,5,9,5,5,6,2,27,Business,8,,,,2,8,8,New York,"10,028","52,010.00",1,6,1,Financial Services,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,NA,NA,NA,NA,NA,NA,10,10,20,25,25,10,6,8,6,8,9,NA,NA,NA,NA,NA,1,7,7,7,7,7,5,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,24.39,12.2,17.07,14.63,14.63,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,8,6,9,NA,NA,NA,NA,NA,1,0,0,NA,NA,35,10,15,15,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,8,6,9,NA,NA,NA,NA,NA
174,18,8,1,16,1,1,10,6,NA,1,4,4,,0.15,1,23,2,20,20,20,20,10,10,0,5,9,9,5,9,7,6,6,2,27,Business,8,,,,2,8,8,New York,"10,028","52,010.00",1,6,1,Financial Services,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,NA,NA,NA,NA,NA,NA,10,10,20,25,25,10,6,8,6,8,9,NA,NA,NA,NA,NA,0,6,7,8,6,6,5,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,24.39,12.2,17.07,14.63,14.63,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,8,6,9,NA,NA,NA,NA,NA,1,0,0,NA,NA,35,10,15,15,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,8,6,9,NA,NA,NA,NA,NA
176,18,8,1,16,1,1,10,8,NA,3,6,6,,0.03,0,23,4,10,25,20,25,5,15,0,4,8,9,2,8,3,5,5,2,27,Business,8,,,,2,8,8,New York,"10,028","52,010.00",1,6,1,Financial Services,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,NA,NA,NA,NA,NA,NA,10,10,20,25,25,10,6,8,6,8,9,NA,NA,NA,NA,NA,0,6,7,8,7,8,5,7,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,24.39,12.2,17.07,14.63,14.63,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,8,6,9,NA,NA,NA,NA,NA,1,0,0,NA,NA,35,10,15,15,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,8,6,9,NA,NA,NA,NA,NA
183,19,9,1,18,1,1,10,9,NA,10,3,3,,-0.15,1,25,2,35,10,35,10,10,0,0,9,9,9,9,9,9,9,7,2,28,money,8,,,,2,1,1,california,"2,467",,4,1,1,ceo,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,NA,NA,NA,NA,NA,NA,40,15,20,10,10,5,10,6,10,10,10,NA,NA,NA,NA,NA,1,7,7,6,8,7,7,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,19,9,1,18,1,1,10,4,NA,5,5,5,,-0.13,1,21,2,20,5,25,25,10,15,1,7,5,7,8,7,9,9,4,2,28,money,8,,,,2,1,1,california,"2,467",,4,1,1,ceo,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,NA,NA,NA,NA,NA,NA,40,15,20,10,10,5,10,6,10,10,10,NA,NA,NA,NA,NA,1,5,9,9,9,9,6,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,19,9,1,18,1,1,10,10,NA,1,8,8,,-0.47,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,8,8,5,9,8,9,7,10,2,28,money,8,,,,2,1,1,california,"2,467",,4,1,1,ceo,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,NA,NA,NA,NA,NA,NA,40,15,20,10,10,5,10,6,10,10,10,NA,NA,NA,NA,NA,1,8,7,8,10,8,10,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,20,10,1,20,1,1,10,7,NA,9,1,1,,-0.36,0,21,4,15,20,20,15,15,15,1,5,6,6,8,10,8,6,6,2,24,Finance,8,,,,2,1,1,Washington DC,"3,031",,1,1,1,CEO,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,50,10,10,10,10,10,7,7,10,10,10,NA,NA,NA,NA,NA,0,6,6,6,6,6,6,6,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,20,10,1,20,1,1,10,3,NA,5,2,2,,0.39,1,24,2,45,5,25,20,0,5,1,6,7,8,7,9,8,8,7,2,24,Finance,8,,,,2,1,1,Washington DC,"3,031",,1,1,1,CEO,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,50,10,10,10,10,10,7,7,10,10,10,NA,NA,NA,NA,NA,0,6,5,7,7,9,7,6,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,21,1,0,1,2,2,16,5,NA,11,4,43,,0.43,0,24,2,25,35,30,10,0,0,0,4,5,6,4,6,2,5,2,2,21,Operations Research,5,,,,4,8,10,New Jersey,"7,661",,6,7,4,Undecided,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,12,18,20,16,16,18,NA,NA,NA,NA,NA,NA,35,15,10,15,5,20,5,9,7,9,10,NA,NA,NA,NA,NA,0,5,8,8,4,9,3,6,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,20,15,20,15,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,7,10,NA,NA,NA,NA,NA,0,0,0,NA,NA,15,20,20,20,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,9,7,9,NA,NA,NA,NA,NA
